numero_contrato,objeto,fornecedor_nome,orgao_nome,valor_global,prazo_vigencia_dias,score_anomalia,percentil_risco,nivel_risco,data_assinatura,detectado_em
03/2026,Dispensa de Licitação com o objetivo de Contratação de Mão de Obra Terceirizada tendo em vista a substituição do Contrato 14/2025 e objetivando a não descontinuidade dos serviços prestados,LABOR SERVICOS E MAO DE OBRA ESPECIALIZADA LTDA,21200001,148028037.0,179,-0.645271,54,BAIXO,2026-01-28,2026-04-01 03:30:38.886382
26/2025,"Contratação de empresa em caráter emergencial para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT).",SLS TERCEIRIZAÇÃO DE SERVIÇOS EIRELI-EPP,30200003,149472714.0,179,-0.645271,54,BAIXO,2025-10-28,2026-04-01 03:30:38.886382
14/2025,"Contratação de empresa para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas no Termo de Referência e seus anexos.",SLS TERCEIRIZAÇÃO DE SERVIÇOS EIRELI-EPP,30200003,149476398.0,179,-0.645271,54,BAIXO,2025-04-30,2026-04-01 03:30:38.886382
002/FESB/2025,"Perfuração e Instalação de Poços no ambiente cristalino, em diversos municípios do Estado do Ceará.",TERRA PERFURACOES LTDA - EPP,43200008,383978491.0,304,-0.644846,54,BAIXO,2025-11-12,2026-04-01 03:30:38.886382
07/2025,Trata da Aquisição das soluções de firewall e antivírus para esta Controladoria e Ouvidoria Geral do Estado,NTSEC SOLUCOES EM TELEINFORMATICA LTDA,41000000,4335146.0,1096,-0.644574,54,BAIXO,2025-09-19,2026-04-01 03:30:38.886382
15/2025,"Prestação dos serviços de REFORMA DE UMA BARRAGEM NO ASSENTAMENTO CAMARÁ, ASSOCIADO AO MST, MUNICÍPIO DE QUIXERAMOBIM-CE",P M & M ENGENHARIA LTDA,29200001,152495937.0,180,-0.643963,53,BAIXO,2025-12-01,2026-04-01 03:30:38.886382
02/2025,Aquisição de material de limpeza e produção de higienização - EEMTI JOÃO BARBOSA LIMA - ITAICABA - CREDE 10,LM NOGUEIRA DISTRIBUIDORA E SERVICOS LTDA,22000000,1410.0,200,-0.643623,53,BAIXO,2026-01-30,2026-04-01 03:30:38.886382
134/2025,SERVIÇO DE MANUTENÇÃO PREDIAL PARA A UNIDADE PRISIONAL FRANCISCO HÉLIO VIANA DE ARAÚJO - UP PACATUBA- CE.,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,43200007,336093258.0,455,-0.643562,53,BAIXO,2025-07-29,2026-04-01 03:30:38.886382
03/2026,MERENDA ESCOLAR - EEM GOVERNADOR ADAUTO BEZERRA -  (SEFOR 3),OMEGA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,22000000,2377693.0,12,-0.642877,53,BAIXO,2026-03-12,2026-04-01 03:30:38.886382
19/2025,AQUISIÇÃO- MATERIAL DE CONSUMO- GÊNEROS DE ALIMENTAÇÃO - EEMTI ANTÔNIO MOTA - ANTONINA DO NORTE - CREDE 18,L F S COMERCIO E IMPORTACAO DE ALIMENTOS LTDA,22000000,2332068.0,12,-0.642659,53,BAIXO,2025-10-14,2026-04-01 03:30:38.886382
393/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços
contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada nas
unidades de ensino e administrativas vinculadas a Secretaria da Educação (LOTE 1), regidos pela
Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades
estabelecidas no Termo de Referência e seus anexos. EMPRESA SLS
TERCEIRIZAÇÃO DE SERVIÇOS LTDA.",SLS TERCEIRIZAÇÃO DE SERVIÇOS EIRELI-EPP,22000000,632361108.0,365,-0.642637,53,BAIXO,2025-10-20,2026-04-01 03:30:38.886382
005/2026,"A contratação de empresa especializada na prestação de serviços de mão de obra terceirizada, com empregados regidos pela Consolidação das Leis do Trabalho (CLT), para atender às necessidades nas áreas Técnica e Administrativa, Serviços Diversos, Tecnologia da Informação e Transporte da Sede da Secretaria das Mulheres.",NEW LEAF CONCEITO E SERVIÇOS TERCEIRIZADOS LTDA,62000000,638150184.0,365,-0.642637,53,BAIXO,2026-02-27,2026-04-01 03:30:38.886382
260/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis
Trabalhistas (CLT) para as categorias do Lote Único, condições e quantidades estabelecidas no Termo de
Referência e seus anexos. EMPRESA
FORTAL TERCEIRIZAÇÃO DE MÃO DE OBRA
LTDA.",FORTAL TERCEIRIZAÇÃO DE MÃO DE OBRA LTDA,22000000,630822396.0,365,-0.642637,53,BAIXO,2025-06-25,2026-04-01 03:30:38.886382
107/2025,"Serviços de suporte nas modalidades Dell ProSupport Plus e Dell Post Standard Support  BREAK FIX para servidores e switches da marca Dell, contemplando manutenção preventiva e corretiva, com reposição de peças e substituição de equipamentos quando necessário, além de atualização de versões de software para atendimento integral dos equipamentos conforme
tabela contida no Termo de Referência; Referente ao Contrato 107/2025",DELL COMPUTADORES DO BRASIL LTDA,19000000,94984076.0,669,-0.642167,53,BAIXO,2025-12-03,2026-04-01 03:30:38.886382
100/2025,Serviço de Manutenção da Unidade Prisional de Triagem e Observação criminológica- UPTOC.,KG CONSTRUÇÕES LTDA - EPP,43200007,276343367.0,485,-0.642128,52,BAIXO,2025-05-29,2026-04-01 03:30:38.886382
02/2026,"O objeto do presente instrumento é a contratação de SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES VELADOS DESTINADOS À UTILIZAÇÃO NOS DESEMPENHOS DAS ATIVIDADES DE SEGURANÇA PÚBLICA DO ESTADO DO CEARÁ, que serão prestados nas condições estabelecidas no Termo de Referência.",CS BRASIL FROTAS S.A.,10000000,66916799.0,730,-0.641837,52,BAIXO,2026-01-16,2026-04-01 03:30:38.886382
187/2025,"SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM PRÉDIOS PÚBLICOS - QUARTEL PM DA CPJM (localizada na AV. VISCONDE DO RIO BRANCO, 2515 - JOAQUIM TÁVORA - FORTALEZA/CE.",KG CONSTRUÇÕES LTDA - EPP,43200007,171914893.0,546,-0.641535,52,BAIXO,2025-11-24,2026-04-01 03:30:38.886382
19/2025,"Concessão de subvenção econômica pela CONCEDENTE à  BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO  ¿Recrutamento de Talentos Tech com IA Generativa¿, doravante denominado 
PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este  Termo de Outorga.",LOVEL TECHNOLOGY LTDA,31200005,62396667.0,730,-0.641325,52,BAIXO,2025-07-11,2026-04-01 03:30:38.886382
24/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Kit nacional de localização em tempo real de ativos e pessoas em ambientes industriais e varejo, baseado em Ultra Wide Band(UWB)¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",ES CONSULTORIA & TREINAMENTO LTDA,31200005,62366667.0,730,-0.641325,52,BAIXO,2025-07-14,2026-04-01 03:30:38.886382
12/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Sensor de energia inteligente não invasivo para aplicação industrial com múltiplos parâmetros de análise e controle¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga - TECNOVA III.",4.0 WAVE SOLUCOES EM GESTAO,31200005,62366667.0,730,-0.641325,52,BAIXO,2025-07-07,2026-04-01 03:30:38.886382
26/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Desenvolvimento de Grab Nacional Otimizado para Transporte de Minérios nos Portos Brasileiros¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",POLIMATEC,31200005,62366667.0,730,-0.641325,52,BAIXO,2025-08-20,2026-04-01 03:30:38.886382
004/2026,GÊNEROS DE ALIMENTAÇÃO ESCOLAR - EEM CORONEL LUIZ FELIPE - GRANJA - CREDE 4 -,OMEGA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,22000000,2284674.0,12,-0.641139,52,BAIXO,2026-03-06,2026-04-01 03:30:38.886382
22/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿WavingTest: Geração Automática de Testes de Softwares com Inteligência Artificial¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",WAVINGTEST INOVACAO EM QUALIDADE DE SOFTWARE LTDA,31200005,62268703.0,730,-0.641108,51,BAIXO,2025-07-14,2026-04-01 03:30:38.886382
37/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿LLMs Aplicados à Saúde Pública: Reabilitação Digital e Coordenação de Cuidado para Melhorar Desfechos e Eficiência de Filas de Cirurgias Ortopédicas¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",STRALOO TECNOLOGIA LTDA,31200005,62236667.0,730,-0.641108,51,BAIXO,2025-08-05,2026-04-01 03:30:38.886382
23/2025,"Concessão de subvenção econômica pela CONCEDENTE à  BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Interação sem emendas - promovendo acesso de novas tecnologias e-health a mercados nacionais¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",FFIT SERVICOS DE INOVACAO E TECNOLOGIA LTDA,31200005,62308215.0,730,-0.641108,51,BAIXO,2025-07-11,2026-04-01 03:30:38.886382
402/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços
contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela
Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas
no edital e seus anexos.",NORTH SEGURANCA LTDA,22000000,616546464.0,365,-0.640949,51,BAIXO,2025-10-23,2026-04-01 03:30:38.886382
37/2025,Aquisição de Material de Processamento de Dados - EEMTI JOÃO BARBOSA LIMA - ITAICABA - CREDE 10,NOOBI COMERCIO ELETRONICO LTDA ,22000000,1400.0,180,-0.640768,51,BAIXO,2025-09-11,2026-04-01 03:30:38.886382
971/2025,"Aquisição de PEÇA DE REPOSIÇÃO ORIGINAL MÓDULO DE CONTROLE DO GERADOR(XSC X-SEGMENT-CONTROLLER), PARA USO EM EQUIPAMENTO MÉDICO-HOSPITALAR ANGIÓGRAFO MARCA/FABRICANTE PHILIPS, PERTENCENTE AO HOSPITAL DE MESSEJANA DR. CARLOS ALBERTO STUDART GOMES/SESA.",PHILIPS MEDICAL SYSTEMS LTDA,24200214,5935946.0,30,-0.640488,51,BAIXO,2025-08-26,2026-04-01 03:30:38.886382
009/2025,"Contratação de empresa na prestação de serviços contínuos de mão de obra terceirizada, a serem executados com dedicação exclusiva, cujos empregados sejam regidos pela Consolidação das Leis Trabalhistas (CLT), para atender as necessidades das áreas técnicas - administrativa, Tecnologia da Informação e Comunicação - TIC, transporte, asseio e conservação e saúde da Secretaria dos Direitos Humanos do Estado do Ceará.",LAR ANTONIO DE PADUA,63000000,614370864.0,365,-0.640254,51,BAIXO,2025-07-28,2026-04-01 03:30:38.886382
133/2025,SERVIÇOSDE MANUTENÇÃO CORRETIVA E PREVENTIVA EM PRÉDIOS PÚBLICOS - HOSPITAL VETERINÁRIO DA UECE.,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,43200007,155961716.0,549,-0.640104,51,BAIXO,2025-07-22,2026-04-01 03:30:38.886382
117/2025,"Pavimentação da CE-473, Trecho: Carnaubinha - Entr. BR-226 (A) / CE-371 (A) (Milhã), no Município de Milhã - CE.",CONSTRUTORA SAMARIA LTDA,43200007,165000000.0,539,-0.639534,51,BAIXO,2025-06-25,2026-04-01 03:30:38.886382
41/2025,"Contratação de empresa para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas neste termo, edital e seus anexos.",SLS TERCEIRIZAÇÃO DE SERVIÇOS LTDA,31200005,572079126.0,365,-0.639437,51,BAIXO,2025-08-20,2026-04-01 03:30:38.886382
30/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Sistema inovador de automação e climatização para Jardim Clonal de eucalipto voltado a apoiar atividades de reflorestamento da Troncus Wood¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de
Outorga.",TRONCUS WOOD TRANSPORTES E REFLORESTAMENTOS LTDA,31200005,62046667.0,730,-0.639415,50,BAIXO,2025-07-30,2026-04-01 03:30:38.886382
026/2026,MANUTENÇÃO PREDIAL - PREVENTIVA E CORRETIVA NO COMANDO GERAL DA POLÍCIA MILITAR - CISP.,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,43200007,245494909.0,485,-0.639266,50,BAIXO,2026-02-24,2026-04-01 03:30:38.886382
01/2025/SRH/AGROPOLOS,"Executar atividades contidas no Plano Plurianual - PPA, para o período de 2024 a 2027, auxiliando os projetos e obras da SRH, no seu planejamento, acompanhamento físico-financeiro e supervisão de todas as etapas exigidas, desde no início até sua conclusão, bem como auxiliar na aplicação dos instrumentos de gestão dos recursos hídricos e suporte ao Sistema Estadual de Recursos Hídricos, contribuindo para o desenvolvimento sustentavel do Estado do Ceará.",INSTITUTO AGROPOLOS DO CEARA,29000000,579683489.0,365,-0.639221,50,BAIXO,2025-04-01,2026-04-01 03:30:38.886382
10061.060542/2025-37,"CONTRATAÇÃO DE SERVIÇOS EM HORAS/ANO, NA ÁREA DE TÉCNICO DE ENFERMAGEM PARA ATENDER AS NECESSIDADES DESTA UNIDADE HOSPITALAR",COOPERATIVA DE TRABALHO DE ATENDIMENTO PRE-HOSPITALAR LTDA COAPH,10100013,566254584.0,365,-0.639221,50,BAIXO,2026-01-29,2026-04-01 03:30:38.886382
030/2025,"Tem por objeto a solicitação de autorização e providências para contratação emergencial de empresa especializada em prestação de serviços terceirizados nas áreas de asseio e conservação, informática (TI) e transporte",FORTAL EMPREENDIMENTOS EIRELI,42000000,582276948.0,365,-0.639221,50,BAIXO,2025-07-23,2026-04-01 03:30:38.886382
38/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Sistemaintegrado de geração de biogás com captura e conversão de CO2 utilizando hidrogênio verde produzido por eletrólise para uso veicular¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",RPR SERVICOS DE ENGENHARIA CONSTRUCOES E DESENVOLVIMENTO LTDA,31200005,60799767.0,730,-0.639199,50,BAIXO,2025-08-13,2026-04-01 03:30:38.886382
17/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Cirurgic3d: Aplicativo gerador de imagens 3D para planejamento cirúrgico¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",CIRURGIC SERVICOS DE SAUDE LTDA,31200005,61886667.0,730,-0.639199,50,BAIXO,2025-07-09,2026-04-01 03:30:38.886382
069/2025,"Serviço de alimentação diária, na forma de refeição pronta, destinado à comunidade carcerária (pessoas privadas de liberdade) e servidores das Unidades Prisionais do Sistema Penitenciário do Estado do Ceará, com o fornecimento de material de consumo, nas condições estabelecidas no contrato e no Termo de Referência do edital, e na proposta do CONTRATADO.",I.S.M. GOMES DE MATTOS EIRELI,18000000,609889450.0,365,-0.638833,50,BAIXO,2025-10-15,2026-04-01 03:30:38.886382
15/2025,"Concessão de subvenção econômica pela CONCEDENTE À BENEFICIÁRIA DA SUBVENÇÃO, para execução do PROJETO   Nazide Pressus: Sistema Ciberfísico Integrado à Realidade Mista para Simulação Pélvica - Validação Tecnológica e Inovação no mercado .",NAZIDE TECNOLOGIA PARA ENSINO EM SAUDE LTDA,31200005,59876629.0,730,-0.638779,50,BAIXO,2025-07-24,2026-04-01 03:30:38.886382
39/2025,"Concessão de subvenção econômica pela CONCEDENTE à  BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO Ventiloar, Sistema de Ventiladores em Série, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",PROJETACAO,31200005,59768447.0,730,-0.638779,50,BAIXO,2025-08-11,2026-04-01 03:30:38.886382
054/2025,"CT GESTÃO 054/2025 - CSF - DCP 002/2025 - O presente CONTRATO tem por objeto apoiar institucionalmente a implementação do Programa Ceará Sem Fome, criado atraves da Lei Estadual nº 18.312 de 17 de fevereiro de 2023, visando o enfrentamento da fome da população em situação de pobreza e extrema pobreza no Estado do Ceará. 
Os serviços contratados serão desenvolvidos no âmbito dos seguintes projetos/ações de interesse estratégico do Governo do Estado do Ceará, através da SDA: 
I - APOIO AS AÇÕES DO PROGRAMA CEARÁ SEM FOME NO ESTADO DO CEARÁ",INSTITUTO AGROPOLOS DO CEARA,21000000,523471233.0,364,-0.638681,49,BAIXO,2025-04-01,2026-04-01 03:30:38.886382
29/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Plataforma Digital Integrada para Comercialização e Investimento em Energia Renovável¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",VIRTUTIS ENERGY,31200005,57290392.0,730,-0.638664,49,BAIXO,2025-07-31,2026-04-01 03:30:38.886382
41/2025,"Locação de estrutura física (imóvel) destinado à instalação e funcionamento da Base da Coordenadoria Integrada de Operações Aéreas - CIOPAER em Fortaleza-CE, conforme discriminações constantes no Termo de Referência e documento de formalização da Demanda.",FRAPORT BRASIL SA AEROPORTO DE FORTALEZA,10000000,57457896.0,730,-0.638664,49,BAIXO,2025-12-19,2026-04-01 03:30:38.886382
1535/2025,"Contratualização da ata n° 253/2025, por 06 (seis) meses, no valor de R$ 1.293.028,75, para atender as necessidades do HCASG",ABIOCON COMERCIAL LTDA,24200214,129302875.0,181,-0.638662,49,BAIXO,2025-12-12,2026-04-01 03:30:38.886382
43/2025,"Concessão de subvenção econômica pela concedente à  beneficiaria da subvenção, para a execução do projeto   Bioagave: revolucionário modelo de transição bioenergética para o sertão nordestino , doravante denominado projeto, conforme plano de trabalho aprovado pela Funcap e anexo a este termo de outorga.",BIOCLONE PRODUCAO DE MUDAS LTDA,31200005,52216667.0,730,-0.638524,49,BAIXO,2025-08-29,2026-04-01 03:30:38.886382
094/2025-RENAULT-VEÍCULOS,AQUISIÇÃO DE VEÍCULOS SEMIBLINDADOS ATRAVÉS DA ADESÃO A ARP Nº 033/2025 DA SENASP E ORDEM DE COMPRA Nº 96999/2025 PARA ATENDER AS NECESSIDADES DA POLÍCIA CIVIL.,RENAULT DO BRASIL SA,10200007,514240272.0,364,-0.638465,49,BAIXO,2025-11-13,2026-04-01 03:30:38.886382
14/2025,"contratação de empresa para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT) para as categorias.",LABOR SERVICOS E MAO DE OBRA ESPECIALIZADA LTDA,21200001,125625097.0,179,-0.638446,49,BAIXO,2025-07-31,2026-04-01 03:30:38.886382
038/2026,SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA - COBERTURA DO GP8 DA CEASA.,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,43200007,245375376.0,487,-0.638401,49,BAIXO,2026-03-27,2026-04-01 03:30:38.886382
28/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO -SigaOferta:CRM Inteligente para Mapeamento de Preferências e Engajamento com Consumidores de Supermercados¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.", INFOMARKET LTDA ,31200005,56560227.0,730,-0.638232,48,BAIXO,2025-07-30,2026-04-01 03:30:38.886382
20/2025,"Concessão de subvenção econômica pela CONCEDENTE à  BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Sistema vestivel com IA para monitoramento de atletas via IOT em tempo real¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",AVATTUS COMERCIO DE COMPONENTES ELETRONICOS E AUTOMACAO LTDA,31200005,56246667.0,730,-0.638232,48,BAIXO,2025-07-14,2026-04-01 03:30:38.886382
25/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Sistema Integrado de Microlocalização e Controle de Acesso para Gestão de Ativos e Pessoal em Ambientes Hospitalares¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",ICONTROL TECNOLOGIA E ENGENHARIA LTDA,31200005,56156667.0,730,-0.638232,48,BAIXO,2025-07-17,2026-04-01 03:30:38.886382
CONTRATO N° 264/2025,"O objeto da licitação é a ¿Aquisição de projetores e tela de cinema destinados
ao Cineteatro São Luiz, de acordo com as especificações e quantitativos previstos
no Termo de Referência¿, nas condições estabelecidas neste edital e seus anexos.",F.L.F COMERCIO DE EQUIPAMENTOS CINEMATOGRAFICOS LTDA,27200004,125643963.0,184,-0.63823,48,BAIXO,2025-05-02,2026-04-01 03:30:38.886382
921/2025,"Contratação de empresa através da modalidade de licitação INEXIGIBILIDADE, conforme art. 74, inciso I da Lei Federal nº 14.133/2021, em favor da empresa HOSP TRADE DO BRASIL, pelo período de 12 (doze) meses, para os serviços de Manutenção preventiva, corretiva, execução de ensaios de segurança elétrica, calibrações, com reposição total de peças e acessórios originais da marca FANEM, em 186 (Cento e Oitenta e Seis) equipamentos neonatais (Incubadora, Aspirador, Berço Aquecido, Bilispot/Fototerapia, Bilitron/Fototerapia, Biliberço/Fototerapia reversa Refletida, Centrífuga Laboratorial, Incubadora de Transporte, Banho Maria, Estufa e Auto Clave Vertical), pertencentes ao Hospital Geral Dr. César Cals (HGCC).",HOSP TRADE DO BRASIL LTDA,24200194,81248688.0,149,-0.638122,48,BAIXO,2025-08-13,2026-04-01 03:30:38.886382
33/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Cashback Prev¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",CASHBACK PREV,31200005,58476667.0,730,-0.6378,48,BAIXO,2025-07-31,2026-04-01 03:30:38.886382
31/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Sistema  PavScan 2.0¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",TERMITE COMERCIO DE MATERIAIS DE CONSTRUCAO E ENGENHARIA INOVATIVA LTDA,31200005,57994334.0,730,-0.6378,48,BAIXO,2025-07-31,2026-04-01 03:30:38.886382
18/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Teresa 2.0¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga -  TECNOVA III.",AUDO TECNOLOGIA E SAUDE LTDA,31200005,59220667.0,730,-0.6378,48,BAIXO,2025-07-07,2026-04-01 03:30:38.886382
34/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿GeoFlow - Plataforma para Análises Preditivas e Prescritivas Geoespaciais de objetos móveis, trajetórias e rotas de patrulhamento¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",NEX2ME TREINAMENTO E DESENVOLVIMENTO DE SOFTWARE LTDA - ME,31200005,59266667.0,730,-0.6378,48,BAIXO,2025-08-07,2026-04-01 03:30:38.886382
1117/2025,"Aquisição de materiais de consumo (insumos agrícolas) para produção de Fitoterápicos e manutenção da cadeia produtiva vinculada ao projeto Interculturalidade e Farmácia Viva no SUS de acordo com as especificações e quantitativos previstos neste Termo através de Licitação, nos termos da Lei nº 14.133/21",C. A. SILVA COSTA ME,24200004,3150.0,30,-0.637786,47,BAIXO,2025-10-15,2026-04-01 03:30:38.886382
170/2025,SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM PRÉDIOS PÚBLICOS - AUDITÓRIOS DO CAMPUS O ITAPERI.,SALINAS EMPREENDIMENTOS E CONSTRUCOES LTDA ,43200007,147436703.0,546,-0.637656,47,BAIXO,2025-09-17,2026-04-01 03:30:38.886382
637/2025,"A prestação dos serviços para contratação de empresa especializada no fornecimento de subscrições de software da linha Red Hat, Treinamento oficial de produtos Red Hat com opção de certificação, e Serviços Técnicos especializados da Red Hat, nas condições estabelecidas neste contrato e no Termo de Referência do edital e na proposta do CONTRATADO","PMGT - PROJETOS DE MODERNIZACAO, GESTAO E TECNOLOGIAS S/A",24200004,36785600.0,91,-0.637642,47,BAIXO,2025-08-28,2026-04-01 03:30:38.886382
CG COHAB Nº 002/CIDADES/2025,APOIO TÉCNICO AO PROJETO DE REGULARIZAÇÃO FUNDIÁRIA NOS MUTIRÕES DA COHAB NO MUNICÍPIO DE FORTALEZA-CE.,INSTITUTO AGROPOLOS DO CEARA,43000000,471687972.0,357,-0.637636,47,BAIXO,2025-04-08,2026-04-01 03:30:38.886382
16/2025,"Concessão de subvenção econômica pela CONCEDENTE à BENEFICIÁRIA DA SUBVENÇÃO, para a execução do PROJETO ¿Automatização e melhoria do processo de beneficiamento do mel orgânico¿, doravante denominado PROJETO, conforme PLANO DE TRABALHO aprovado pela Funcap e anexo a este Termo de Outorga.",CONEXAO AGRO LTDA,31200005,58746667.0,730,-0.637584,47,BAIXO,2025-07-06,2026-04-01 03:30:38.886382
10/2025,Aquisição de Serviços de Terceiros ( Serviço de Consultoria - Assessoria Contábil) - EEFM GOVERNADOR FLÁVIO MARCÍLIO - SEFOR 1,SANTOS SERVICOS CONTABEIS LTDA,22000000,1000.0,300,-0.637513,47,BAIXO,2025-10-29,2026-04-01 03:30:38.886382
38/2025,Repasse de obrigações financeira de modo a assegurar o custeio de todas as atividades de saúde a serem desenvolvidas pelo o Consórcio Público de Saúde do Iguatu - CEO IGUATU.,CONSÓRCIO PÚBLICO DE SAÚDE DA MICRORREGIÃO DE IGUATU,24200004,224451108.0,261,-0.637284,47,BAIXO,2025-04-14,2026-04-01 03:30:38.886382
137/2025,Contratação de Empresa para fornecimento de alimentação para as formações do projeto  Inteligentes  do Programa Integrado de Prevenção e Redução de Violência do Estado do Ceará - PReVio,FEDERAÇÃO DE TRIATHLON DO ESTADO DO CEARÁ,30000000,126366507.0,577,-0.63721,47,BAIXO,2025-07-29,2026-04-01 03:30:38.886382
