numero_contrato,objeto,fornecedor_nome,orgao_nome,valor_global,prazo_vigencia_dias,score_anomalia,percentil_risco,nivel_risco,data_assinatura,detectado_em
26/2026,SELEÇÃO E CONTRATAÇÃO DE CONSULTORIA DE EMPRESA PARA REALIZAR AVALIAÇÕES DE IMPACTO DE PROJETOS DO PROGRAMA INTEGRADO DE PREVENÇÃO E REDUÇÃO DA VIOLÊNCIA (PREVIO),LEME - LABORATORIO PARA REDUCAO DA VIOLENCIA,30000000,479102974.0,607,-0.685574,73,MÉDIO,2026-02-23,2026-04-01 03:30:38.886382
643/2025,"CONTRATUALIZAÇÃO DO SALDO DISPONÍVEL NA ATA DE REGISTRO DE PREÇO Nº 2025/04671, COM VIGÊNCIA DE 12 MESES, QUE TEM POR OBJETO OS SERVIÇOS EM HORAS, SOBREAVISOS E PROCEDIMENTOS PARA PROFISSIONAIS DE SAÚDE NA CATEGORIA DE MÉDICOS ANESTESIOLOGISTAS, PARA ATENDER AS NECESSIDADES DO HOSPITAL GERAL DE FORTALEZA - HGF/SESA  FORNECEDOR:  COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DO CEARA COOPANEST CE",COOPERATIVA DOS MÉDICOS ANESTESIOLOGISTAS DO CEARÁ,24200184,1788035564.0,365,-0.68489,73,MÉDIO,2025-06-16,2026-04-01 03:30:38.886382
346/2025,"Contrato nº 346/2025. O objeto da licitação é a contratação de empresa para prestação de serviços contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada nas unidades de ensino e
administrativas vinculadas a Secretaria da Educação, regidos pela Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas neste termo.",ELLO SERVIÇOS DE MÃO DE OBRA LTDA,22000000,1779043692.0,365,-0.68489,73,MÉDIO,2025-08-19,2026-04-01 03:30:38.886382
439/2025,"AQUISIÇÃO DE MEDICAMENTO POR MEIO DE DISPENSA DE LICITAÇÃO - ITEM: SUPLEMENTO ALIMENTAR, CALCIO ELEMENTAR 600MG + COLECALCIFEROL 400UI.",PLENAMED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS MEDICOS HOSPITALARES LTDA,24200004,402181065.0,184,-0.684138,73,MÉDIO,2025-05-26,2026-04-01 03:30:38.886382
066/2025,"Prestação de serviços de mão de obra terceirizada, cujos empregados sejam regidos pela Consolidação das Leis Trabalhistas ¿ CLT, para atender as necessidades das áreas Técnico Administrativo, na Sede desta Secretaria da Proteção Social.",LAR ANTONIO DE PADUA,47000000,1682899372.0,364,-0.684081,73,MÉDIO,2025-07-25,2026-04-01 03:30:38.886382
APF 63156375,Contratação por instrumento  particular de compra e venda imóvel no Empreendimento Residencial Mirante da Serra II  (APF 631563-75 ) no Programa Minha Casa Minha Vida -PMCMV na produção de 192 unidades habitacionais no no Município de Juazeiro do Norte com  Aporte Financeiro Complementar do Governo do Estado do Ceará.,CAIXA ECONOMICA FEDERAL,43000000,322833331.0,730,-0.683788,72,MÉDIO,2025-05-13,2026-04-01 03:30:38.886382
024/2025/ISSEC,"Contratação de empresa na prestação de serviços de mão de obra terceirizada em apoio administrativo e operador telefônico, cujos empregados sejam regidos pela CLT para atender as necessidades das áreas de apoio operacional e operador telefônico de acordo com especificações e quantitativos previstos no termo de referência.",IMPACTO SERVIÇOS TERCEIRIZADOS LTDA,46200001,319460736.0,730,-0.683788,72,MÉDIO,2025-04-10,2026-04-01 03:30:38.886382
139/2025,"Contratação de empresa na prestação de serviço de mão de obra terceirizada , cuja empregados seja regidos pela consolidação das leis trabalhistas (CLT), para atender as necessidades da (s) áreas (s) de auxilio administrativo II (capital), auxilio administrativo II ( interior) e copeiro com as especificações e quantitativo previsto nesses termos .",SERVNAC FACILITIES SERVICE E LOGISTICA LTDA.,08200003,1742685672.0,365,-0.683039,72,MÉDIO,2025-10-31,2026-04-01 03:30:38.886382
061/2025,"Prestação de serviço diário de alimentação, consistindo na cocção, preparo, armazenamento e porcionamento de refeições prontas, elaboradas na cozinha industrial instalada nas dependências da Unidade Prisional Francisco Hélio Viana de Araújo, destinadas à comunidade carcerária e servidores, em exercício, com o fornecimento de material de consumo, a disponibilização de equipamentos e utensílios em comodato e manutenção dos utensílios existentes na UP PACATUBA, nas condições estabelecidas neste contrato e no Termo de Referência do edital e na proposta do CONTRATADO.",CWM INDUSTRIA ALIMENTICIA LTDA,18000000,1748480305.0,365,-0.683039,72,MÉDIO,2025-10-17,2026-04-01 03:30:38.886382
169/2025,"Contratação do SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE MADALENA ¿ SAAE DE
MADALENA, para prestação de serviços de fornecimento de água tratada, através do procedimento de
inexigibilidade de licitação por se tratar de uma entidade que congrega as associações comunitárias com
Sistema de Abastecimento de Água e Esgoto, pertencente a referida Bacia e às circunvizinhanças, no
Estado do Ceará, é uma instituição que tem concessão para a prestação dos serviços de fornecimento de
água e/ou coleta de esgoto sanitário com exclusividade no Município de Madalena ¿ CE, conforme a Lei
Municipal de Nº 005/1987, de 03 de Maio de 1989.",SAAE DE MADALENA,22000000,720000.0,1826,-0.682685,72,MÉDIO,2025-04-23,2026-04-01 03:30:38.886382
166/2025,SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM PRÉDIOS PÚBLICOS - UNIDADE PRISIONAL PROFESSOR JOSÉ JUCÁ NETO (UP ITAITINGA III).,KG CONSTRUÇÕES LTDA - EPP,43200007,528302947.0,546,-0.682456,72,MÉDIO,2025-09-22,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 04/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a
produção, a pesquisa e a difusão nas áreas de arte e cultura de acordo com as
diretrizes da Secretaria da Cultura do Estado do Ceará, para execução da
gestão da CASA DE ANTÔNIO CONSELHEIRO - CAC.",INSTITUTO DRAGAO DO MAR,27000000,307734104.0,730,-0.682171,72,MÉDIO,2025-04-01,2026-04-01 03:30:38.886382
006/2025,"Participação na política de desenvolvimento e fortalecimento das políticas públicas da Pesca e Aquicultura no estado do Ceará, através da execução de projetos que atendam às demandas dos agentes produtivos e técnicos, e que possam contribuir para o desenvolvimento sustentável da economia de base familiar, facilitando assessoramento especializado, acesso ao conhecimento e às tecnologias existentes.",INSTITUTO AGROPOLOS DO CEARA,61000000,1458332162.0,354,-0.68125,72,MÉDIO,2025-08-11,2026-04-01 03:30:38.886382
1383497,"Aquisição de 92 (noventa e dois) veículos operacionais do tipo Camioneta/SUV, de médio porte, com caracterização e blindagem parcial, visando atender às necessidades da Polícia Militar do Estado do Ceará (PMCE). MAPP 001",RENAULT DO BRASIL SA,10100003,1689646608.0,365,-0.681193,72,MÉDIO,2025-08-13,2026-04-01 03:30:38.886382
949/2025,"CONTRATUALIZAÇÃO DE SALDO ORIUNDO DA ATA DE REGISTRO DE PREÇOS Nº 2025/08467, DECORRENTE DO PREGÃO ELETRÔNICO Nº 2022/0698, REFERENTE À PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE TÉCNICO DE ENFERMAGEM, CALCULADOS EM HORAS/ANO, PELO PERÍODO DE 12 (DOZE) MESES, VISANDO ATENDER ÀS NECESSIDADES DO HOSPITAL GERAL CÉSAR CALS (HGCC).",COOPERATIVA DE TRABALHO DE ATENDIMENTO PRE-HOSPITALAR LTDA COAPH,24200194,1698925739.0,365,-0.681193,72,MÉDIO,2025-08-18,2026-04-01 03:30:38.886382
002/2026,"Empresa especializada para prestação de Email corporativo por meio da plataforma Google Workspace, mediante a computação em nuvem pública, no modelo Software como Serviço (SaaS), contemplando o fornecimento de licenças do Google Workspace (G Suite).",EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA ETICE,21200003,628800.0,1826,-0.680864,71,MÉDIO,2026-02-12,2026-04-01 03:30:38.886382
07/2025,Aquisição de SERVIÇO DE FESTIVIDADES E HOMENAGENS: FESTIVAL ALUNOS QUE INSPIRAM 2025 - COORDENADORIA REGIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (CREDE 4 - CAMOCIM),OSMAR P. ALBUQUERQUE FILHO,22000000,57645.0,3360,-0.680755,71,MÉDIO,2025-08-08,2026-04-01 03:30:38.886382
011/2026,"Restauração da CE-085 no Trecho Entr. CE-156 (Acende Candeia) - Entr. CE-341 (Quatro Bocas) (4,62 km), no município de São Gonçalo do Amarante - CE.",TERPA CONSTRUCOES S/A,43200007,1664707311.0,365,-0.680502,71,MÉDIO,2026-01-26,2026-04-01 03:30:38.886382
14/2025,CONTRATAÇÃO DE SERVIÇOS BANCÁRIOS REFERENTE AO PROGRAMA AGENTE JOVEM AMBIENTAL (AJA).,BANCO DO BRASIL S/A,57000000,5851296.0,1461,-0.680206,71,MÉDIO,2025-04-14,2026-04-01 03:30:38.886382
353/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis Trabalhistas (CLT) para as categorias do Lote IV, condições e quantidades estabelecidas no edital e seus
anexos. EMPRESA PRONTA RESPOSTA
SERVIÇOS DE SEGURANÇA LTDA.",PRONTA RESPOSTA SERVIÇOS DE SEGURANÇA EIRELLI -ME,22000000,1624238232.0,365,-0.680042,71,MÉDIO,2025-12-04,2026-04-01 03:30:38.886382
179/2025,"Contratação de empresa para prestação de serviços
contínuos a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela
Consolidação da Leis Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas
no Termo de Referência e seus anexos",LAR ANTONIO DE PADUA,30000000,1599337128.0,365,-0.680042,71,MÉDIO,2025-08-14,2026-04-01 03:30:38.886382
36/2025,"Repasse de obrigações financeiras de modo a assegurar o custeio de todas as atividades de saúde a serem desenvolvidas pelo o Consórcio Público de Saúde do Juazeiro do Norte - 
Policlinica Regional de Barbalha Tipo II.",CONSORCIO P DE S DA MICRO JUAZEIRO NORTE,24200004,717449638.0,267,-0.680014,71,MÉDIO,2025-04-08,2026-04-01 03:30:38.886382
15/2025,AQUISIÇÃO DE MATERIAL ELÉTRICO E ELETRÔNICO - EEMTI HELENITA LOPES GURGEL VALENTE - FORTIM - CREDE 10,HSMSHOP COMERCIO DE PRODUTOS HOSPITALARES E VARIEDADES LTDA,22000000,225.0,210,-0.679761,71,MÉDIO,2025-08-28,2026-04-01 03:30:38.886382
091/2025,"CT Nº 091/2025 - UGP/PSJ III - 2ª Fase - Execução da reforma do prédio comercial que sediará o Centro de Comercialização da Agricultura Familiar - Armazém do Campo Fortaleza, conforme cláusula 1.1 do anexo II do Edital, no âmbito do Projeto de Desenvolvimento Rural Sustentável ¿ PDRS ¿ Projeto São José III ¿ 2ª Fase.",CONSTRUTORA BEIJA-FLOR LTDA,21000000,231815796.0,730,-0.679703,71,MÉDIO,2025-10-24,2026-04-01 03:30:38.886382
091/2025-BRISANET-LINKS INTERN,CONTRATAÇÃO DE SERVIÇOS DE LINKS DE INTERNET PARA ATENDER AS NECESSIDADES DA POLÍCIA CIVIL.,BRISANET SERVICOS DE TELECOMUNICACOES S.A.,10100002,594504.0,1826,-0.679657,70,MÉDIO,2025-11-11,2026-04-01 03:30:38.886382
9912523748/2026,Contratação de serviços e produtos postais,ECT EMP BRAS DE CORREIOS E TELEGRAFOS,08200007,600000.0,1826,-0.679657,70,MÉDIO,2026-02-20,2026-04-01 03:30:38.886382
053/2025,"Prestação de serviços contínuos, a serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação das Leis Trabalhistas (CLT), para as categorias, condições e quantidades estabelecidas no instrumento, no Termo de Referência - CGCT/SAP e na proposta da Contratada.",IMPACTO SERVIÇOS TERCEIRIZADOS LTDA,18000000,1585979447.0,365,-0.679582,70,MÉDIO,2025-08-29,2026-04-01 03:30:38.886382
37/2025,Repasse de obrigações financeira de modo a assegurar o custeio de todas as atividades de saúde a serem desenvolvidas pelo o Consórcio Público de Saúde do Brejo Santo - Policlínica Regional do Brejo Santo Tipo I,CONSORCIO PUB DE SAUDE MICRO BREJO SANTO,24200004,677861597.0,267,-0.679095,70,MÉDIO,2025-04-08,2026-04-01 03:30:38.886382
005/2025,Contratação dos Serviços de Abastecimento de Água tratada e Coleta de esgoto nos Campos de Futebol Society (ARENINHAS),COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,42200001,575418.0,1826,-0.678953,70,MÉDIO,2025-04-14,2026-04-01 03:30:38.886382
084/2025,Serviços de Manutenção Corretiva e Preventiva do Hospital de Saúde Mental Professor Frota Pinto - HSM.,KG CONSTRUÇÕES LTDA - EPP,43200007,408079324.0,632,-0.678852,70,MÉDIO,2025-05-05,2026-04-01 03:30:38.886382
CONTRATO DE GESTÃO N° 005/2025,"O presente CONTRATO DE GESTÃO tem por objeto fomentar a capacitação, a
produção, a pesquisa e a difusão nas áreas de arte e cultura de acordo com as
diretrizes da Secretaria da Cultura do Estado do Ceará, para execução da
gestão do Equipamento Cultural CENTRO CULTURAL BOM JARDIM - CCBJ.",INSTITUTO DRAGAO DO MAR,27000000,239362540.0,730,-0.678555,70,MÉDIO,2025-04-01,2026-04-01 03:30:38.886382
16/2025,"Justifica-se a contratação tendo em vista que os Correios detêm o monopólio dos serviços postais no Brasil, sendo a única empresa com a estrutura e abrangência necessárias para atender a todas as localidades do país e prestar o serviço de forma eficiente",EMPRESA BRAS DE CORREIOS E TELEGRAFOS ,29200007,100000.0,3652,-0.677541,70,MÉDIO,2025-09-18,2026-04-01 03:30:38.886382
19/2025,SERVICOS TECNICOS PROFISSIONAIS - EEMTI PARQUE MARIA BERNARDO DE CASTRO - AQUIRAZ - CREDE 1,PARTENAIRE CONTABILIDADE AUDITORIA E PLANEJAMENTO TRIBUTARIO SS,22000000,830.0,120,-0.677513,70,MÉDIO,2025-09-10,2026-04-01 03:30:38.886382
06/2025,"Contratação de empresa especializada na execução de serviços técnicos de informática, inerentes à locação de software e capacitação de servidores, com o objetivo de oferecer suporte às atividades de
planejamento financeiro; registro contábil, orçamentário e financeiro; administração de contratos; realização de pagamentos; e emissão de relatórios de auditoria financeira e de outros relatórios relacionados com os recursos decorrente do Contrato de Empréstimo no âmbito do PROGRAMA DE SANEAMENTO DAS LOCALIDADES LITORÂNEAS DO CEARÁ ¿ PROSATUR/CE.",SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,36000000,6297870.0,1461,-0.677464,69,BAIXO,2025-04-10,2026-04-01 03:30:38.886382
128/2025,Serviço de manutenção preventiva e corretiva em Prédios Públicos - Unidade Prisional Prof Olavo Oliveira II (IPPOO II).,KG CONSTRUÇÕES LTDA - EPP,43200007,468843394.0,549,-0.677429,69,BAIXO,2025-07-30,2026-04-01 03:30:38.886382
015/SEINFRA/2025,"Implementação de sistema de iluminação pública eficiente e sustentável, com o uso de tecnologias modernas na CE-155, na área do Complexo Industrial e Portuário do Pecém - CIPP.",COSAMPA PROJETOS E CONSTRUCOES LTDA,08200013,1086449254.0,335,-0.676525,69,BAIXO,2025-10-17,2026-04-01 03:30:38.886382
186/2025,EXECUÇÃO INTEGRAL DO EMPREENDIMENTO REFERENTE A REFORMA DO ANTIGO PRÉDIO DO ABRIGO DESEMBARGADOR OLÍVIO CÂMARA (ADOC) PARA O FUNCIONAMENTO DA NOVA SEDE DO CENTRO SOCIOEDUCATIVO ALDACI BARBOSA MOTA ¿ CSABM.,CONSORCIO CSABM,43200007,136000000.0,821,-0.676454,69,BAIXO,2026-01-19,2026-04-01 03:30:38.886382
178/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis
Trabalhistas (CLT) para as categorias do Lote V, condições e quantidades estabelecidas no Termo de
Referência e seus anexos. EMPRESA SERVNAC SOLUÇÕES CORPORATIVAS LTDA.",SERVNAC SOLUCOES CORPORATIVAS LTDA,22000000,1508621064.0,365,-0.676371,69,BAIXO,2025-04-15,2026-04-01 03:30:38.886382
37/2025,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE JAGUARIBE-CE,SAAE DE JAGUARIBE,21200001,30000.0,1826,-0.675341,69,BAIXO,2025-12-17,2026-04-01 03:30:38.886382
34/2025,fornecimento dos serviços de abastecimento de água e de esgotamento sanitário na  Unidade local  da EMATERCE em Solonópole-CE,SAAE DE SOLONOPOLES                     ,21200001,26000.0,1826,-0.675262,69,BAIXO,2025-11-27,2026-04-01 03:30:38.886382
39/2025,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE CANINDÉ -CE,SAAE DE CANINDE,21200001,26000.0,1826,-0.675262,69,BAIXO,2025-12-16,2026-04-01 03:30:38.886382
01/2025,AQUISIÇÃO DE SERVIÇOS TECNICOS PROFISSIONAIS EEMTI PARQUE MARIA BERNARDO DE CASTRO (CREDE 1 - MARACANAÚ),META SERVICOS ASSESSORIA E COMERCIO LTDA,22000000,870.0,120,-0.67454,69,BAIXO,2025-05-06,2026-04-01 03:30:38.886382
003/2025,"O objeto do presente instrumento é a execução da obra de CONSTRUÇÃO  DE 02 GALPÕES DE  1000  m*  NO  COMPLEXO  ITAlTlNGA  I,  nas condições  estabelecidas  neste  contrato,  nas Especificações Técnicas do edital e na proposta do CONTRATADO.",COMAR - CONSTRUCAO LOCACAO E REFRIGERACAO LTDA,18200004,372639654.0,608,-0.674316,68,BAIXO,2025-08-13,2026-04-01 03:30:38.886382
812/2025,"AQUISIÇÃO DE ALFAGALSIDASE, 1MG/ML, SOLUCAO INJETAVEL, FRASCO/AMPOLA 3,5 ML PARA ATENDER DEMANDAS JUDICIAIS.",CM HOSPITALAR S.A.,24200004,1419449304.0,365,-0.674087,68,BAIXO,2025-08-05,2026-04-01 03:30:38.886382
082/2025,"Pavimentação da Rodovia do Contorno de Juazeiro do Norte, Trecho VI : Entr. CE-060 (Rua Lindalva Rodrigues Bezerra) - Entr. Rua Antônia Damasceno dos Santos (Aeroporto) no Município de Juazeiro do Norte - CE.",CORAL CONSTRUTORA RODOVALHO ALENCAR LTDA,43200007,419000000.0,539,-0.673995,68,BAIXO,2025-04-22,2026-04-01 03:30:38.886382
1280/2025,"Contratualização da ATA  2025/04299, para contratação de profissionais de saúde na categoria de ENFERMEIROS, por 12 (doze) meses, no valor de R$ 13.985.475,52, para suprir as necessidades do HMCASG.",COOPERATIVA DE TRABALHO DE ATENDIMENTO PRE-HOSPITALAR LTDA COAPH,24200214,1398547552.0,365,-0.673859,68,BAIXO,2025-11-14,2026-04-01 03:30:38.886382
CG Nº 001/CIDADES/2025,"Apoio institucional à execução de políticas públicas de desenvolvimento urbano regional e de habitação voltadas para o planejamento urbano, crescimento socioeconômico e socioambiental, por meio do acompanhamento de obras, implantação de fogões sustentáveis, execução de trabalho técnico social, da regularização fundiária e melhoria funcional/habitacional de imóveis urbanos e rurais, da regionalização da municipalização do trânsito e apoio à Implementação de Governança Interfederativa nas regiões do Estado do Ceará.",INSTITUTO AGROPOLOS DO CEARA,43000000,1195153619.0,364,-0.673015,68,BAIXO,2025-04-01,2026-04-01 03:30:38.886382
403/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada, regidos pela Consolidação da Leis
Trabalhistas (CLT) para as categorias, condições e quantidades estabelecidas no edital e seus Anexos. EMPRESA NORTH SEGURANÇA
LTDA.",NORTH SEGURANCA LTDA,22000000,1371278172.0,365,-0.672948,68,BAIXO,2025-10-24,2026-04-01 03:30:38.886382
345/2025,"O objeto da licitação é a contratação de empresa para prestação de serviços contínuos a
serem executados com dedicação exclusiva de mão de obra terceirizada nas unidades de ensino e
administrativas vinculadas a Secretaria da Educação, regidos pela Consolidação da Leis Trabalhistas (CLT)
para as categorias, condições e quantidades estabelecidas neste termo.",ATHOS ASSESSORIA E SERVICOS TERCEIRIZADOS EIRELI,22000000,1384446156.0,365,-0.672948,68,BAIXO,2025-08-19,2026-04-01 03:30:38.886382
